time	m_length	m_force	sc_extension	sc_force	hs_1_pCa	hs_1_length	hs_1_command_length	hs_1_slack_length	hs_1_a_length	hs_1_m_length	hs_1_force	hs_1_titin_force	hs_1_viscous_force	hs_1_extracellular_force	hs_1_a_pop_1	hs_1_a_pop_2	hs_1_m_pop_1	hs_1_m_pop_2	hs_1_m_pop_3	hs_1_m_pop_4	hs_1_c_pop_1	hs_1_c_pop_2	hs_1_c_pop_3
0.287	1100.000	7036.93	nan	nan	4.5	1100	1100	nan	1015.97	809.157	7036.93	4421.05	0	0	0.0133745	0.986626	0.221536	0.472222	0.298697	0.00754458	1	0	0
0.288	1100.000	8283.95	nan	nan	4.5	1100	1100	nan	1016.01	809.169	8283.95	4420.59	0	0	0.0154321	0.984568	0.218793	0.486283	0.286694	0.00823045	1	0	0
0.289	1100.000	7576.14	nan	nan	4.5	1100	1100	nan	1015.98	809.167	7576.14	4420.72	0	0	0.0185185	0.981481	0.222222	0.482853	0.286351	0.00857339	1	0	0
0.29	1100.000	7286.65	nan	nan	4.5	1100	1100	nan	1015.98	809.154	7286.65	4421.1	0	0	0.0123457	0.987654	0.219479	0.494856	0.277435	0.00823045	1	0	0
0.291	1100.000	7280.73	nan	nan	4.5	1100	1100	nan	1015.99	809.144	7280.73	4421.35	0	0	0.0144033	0.985597	0.217421	0.480453	0.298354	0.00377229	1	0	0
0.292	1100.000	7856.88	nan	nan	4.5	1100	1100	nan	1016	809.16	7856.88	4420.88	0	0	0.0216049	0.978395	0.211248	0.483196	0.296982	0.00857339	1	0	0
0.293	1100.000	8218.62	nan	nan	4.5	1100	1100	nan	1016.02	809.161	8218.62	4420.8	0	0	0.0216049	0.978395	0.211248	0.487311	0.293553	0.00788752	1	0	0
0.294	1100.000	7595.53	nan	nan	4.5	1100	1100	nan	1015.99	809.159	7595.53	4420.92	0	0	0.0144033	0.985597	0.209877	0.489369	0.292181	0.00857339	1	0	0
0.295	1100.000	7275.86	nan	nan	4.5	1100	1100	nan	1015.99	809.15	7275.86	4421.2	0	0	0.0123457	0.987654	0.208505	0.496914	0.288409	0.00617284	1	0	0
0.296	1100.000	8147.66	nan	nan	4.5	1100	1100	nan	1016.01	809.162	8147.66	4420.78	0	0	0.0216049	0.978395	0.211934	0.487997	0.291495	0.00857339	1	0	0
0.297	1100.000	7994.71	nan	nan	4.5	1100	1100	nan	1016.02	809.152	7994.71	4421.05	0	0	0.0174897	0.98251	0.218793	0.483882	0.289095	0.00823045	1	0	0
0.298	1100.000	8691.34	nan	nan	4.5	1100	1100	nan	1016.03	809.168	8691.34	4420.57	0	0	0.0102881	0.989712	0.213306	0.496228	0.281893	0.00857339	1	0	0
0.299	1100.000	8772.53	nan	nan	4.5	1100	1100	nan	1016.04	809.167	8772.53	4420.58	0	0	0.0216049	0.978395	0.210562	0.499657	0.28155	0.00823045	1	0	0
0.3	1100.000	8881.91	nan	nan	4.5	1100	1100	nan	1016.03	809.171	8881.91	4420.44	0	0	0.0102881	0.989712	0.221536	0.484568	0.284636	0.00925926	1	0	0
0.301	1100.000	8750.46	nan	nan	4.5	1100	1100	nan	1016.02	809.18	8750.46	4420.26	0	0	0.0277778	0.972222	0.227023	0.485254	0.278807	0.00891632	1	0	0
0.302	1100.000	7481.3	nan	nan	4.5	1100	1100	nan	1015.98	809.165	7481.3	4420.8	0	0	0.00925926	0.990741	0.228395	0.474966	0.289781	0.00685871	1	0	0
0.303	1100.000	7612.23	nan	nan	4.5	1100	1100	nan	1015.99	809.158	7612.23	4420.95	0	0	0.0133745	0.986626	0.22085	0.482167	0.290123	0.00685871	1	0	0
0.304	1100.000	7385.91	nan	nan	4.5	1100	1100	nan	1015.97	809.165	7385.91	4420.81	0	0	0.0102881	0.989712	0.222222	0.48011	0.289438	0.00823045	1	0	0
0.305	1100.000	6993.13	nan	nan	4.5	1100	1100	nan	1015.95	809.169	6993.13	4420.76	0	0	0.0164609	0.983539	0.227709	0.477709	0.287037	0.00754458	1	0	0
0.306	1100.000	8466.22	nan	nan	4.5	1100	1100	nan	1016.03	809.161	8466.22	4420.76	0	0	0.0205761	0.979424	0.237311	0.478052	0.27572	0.00891632	1	0	0
0.307	1100.000	8320.14	nan	nan	4.5	1100	1100	nan	1016.01	809.173	8320.14	4420.49	0	0	0.0123457	0.987654	0.238683	0.473937	0.277778	0.00960219	1	0	0
0.308	1100.000	8884.72	nan	nan	4.5	1100	1100	nan	1016.04	809.17	8884.72	4420.47	0	0	0.0144033	0.985597	0.22428	0.485597	0.27915	0.0109739	1	0	0
0.309	1100.000	8479.52	nan	nan	4.5	1100	1100	nan	1016.02	809.166	8479.52	4420.64	0	0	0.0185185	0.981481	0.227023	0.486283	0.278464	0.00823045	1	0	0
0.31	1100.000	8131.4	nan	nan	4.5	1100	1100	nan	1016.01	809.164	8131.4	4420.73	0	0	0.0174897	0.98251	0.218793	0.497599	0.27915	0.00445816	1	0	0
0.311	1100.000	8619.47	nan	nan	4.5	1100	1100	nan	1016.02	809.175	8619.47	4420.38	0	0	0.0185185	0.981481	0.216735	0.484225	0.291838	0.00720165	1	0	0
0.312	1100.000	8851.1	nan	nan	4.5	1100	1100	nan	1016.01	809.188	8851.1	4420.02	0	0	0.0144033	0.985597	0.21262	0.490398	0.289438	0.00754458	1	0	0
0.313	1100.000	8679.9	nan	nan	4.5	1100	1100	nan	1016.03	809.167	8679.9	4420.59	0	0	0.0205761	0.979424	0.205075	0.500686	0.286694	0.00754458	1	0	0
0.314	1100.000	8749.35	nan	nan	4.5	1100	1100	nan	1016.02	809.179	8749.35	4420.27	0	0	0.0195473	0.980453	0.218107	0.48834	0.284636	0.00891632	1	0	0
0.315	1100.000	7984.24	nan	nan	4.5	1100	1100	nan	1016.01	809.16	7984.24	4420.86	0	0	0.0205761	0.979424	0.216735	0.486283	0.288066	0.00891632	1	0	0
0.316	1100.000	7937.19	nan	nan	4.5	1100	1100	nan	1015.99	809.174	7937.19	4420.5	0	0	0.0113169	0.988683	0.217421	0.477023	0.297325	0.00823045	1	0	0
0.317	1100.000	7595.88	nan	nan	4.5	1100	1100	nan	1015.98	809.165	7595.88	4420.78	0	0	0.0205761	0.979424	0.216049	0.489712	0.28738	0.00685871	1	0	0
0.318	1100.000	7926.08	nan	nan	4.5	1100	1100	nan	1016.01	809.155	7926.08	4420.98	0	0	0.0195473	0.980453	0.206447	0.502743	0.282579	0.00823045	1	0	0
0.319	1100.000	6905.13	nan	nan	4.5	1100	1100	nan	1015.97	809.146	6905.13	4421.35	0	0	0.0123457	0.987654	0.205075	0.496914	0.291495	0.00651578	1	0	0
0.32	1100.000	8087.8	nan	nan	4.5	1100	1100	nan	1016.01	809.163	8087.8	4420.77	0	0	0.0195473	0.980453	0.200274	0.506173	0.282922	0.010631	1	0	0
0.321	1100.000	9085.43	nan	nan	4.5	1100	1100	nan	1016.05	809.167	9085.43	4420.54	0	0	0.0154321	0.984568	0.201646	0.492798	0.298011	0.00754458	1	0	0
0.322	1100.000	8766.9	nan	nan	4.5	1100	1100	nan	1016.02	809.179	8766.9	4420.27	0	0	0.0133745	0.986626	0.206447	0.490055	0.294239	0.00925926	1	0	0
0.323	1100.000	8361.3	nan	nan	4.5	1100	1100	nan	1016	809.178	8361.3	4420.34	0	0	0.0164609	0.983539	0.209191	0.489026	0.29321	0.00857339	1	0	0
0.324	1100.000	7864.94	nan	nan	4.5	1100	1100	nan	1016	809.162	7864.94	4420.81	0	0	0.0185185	0.981481	0.201646	0.49177	0.298011	0.00857339	1	0	0
0.325	1100.000	7825.78	nan	nan	4.5	1100	1100	nan	1016	809.163	7825.78	4420.8	0	0	0.0216049	0.978395	0.20439	0.501715	0.284294	0.00960219	1	0	0
0.326	1100.000	8148.23	nan	nan	4.5	1100	1100	nan	1016	809.17	8148.23	4420.57	0	0	0.0133745	0.986626	0.210562	0.48834	0.292524	0.00857339	1	0	0
0.327	1100.000	7626.39	nan	nan	4.5	1100	1100	nan	1015.99	809.158	7626.39	4420.96	0	0	0.0174897	0.98251	0.207819	0.501029	0.284636	0.00651578	1	0	0
0.328	1100.000	7422.04	nan	nan	4.5	1100	1100	nan	1015.98	809.159	7422.04	4420.95	0	0	0.0216049	0.978395	0.210562	0.498285	0.284636	0.00651578	1	0	0
0.329	1100.000	7585.68	nan	nan	4.5	1100	1100	nan	1016	809.151	7585.68	4421.14	0	0	0.0133745	0.986626	0.210562	0.495542	0.286694	0.00720165	1	0	0
0.33	1100.000	8396.88	nan	nan	4.5	1100	1100	nan	1016.01	809.174	8396.88	4420.45	0	0	0.0195473	0.980453	0.200274	0.506516	0.283265	0.00994513	1	0	0
0.331	1100.000	9011.48	nan	nan	4.5	1100	1100	nan	1016.04	809.173	9011.48	4420.39	0	0	0.00617284	0.993827	0.211248	0.48594	0.292524	0.0102881	1	0	0
0.332	1100.000	9419.87	nan	nan	4.5	1100	1100	nan	1016.05	809.176	9419.87	4420.26	0	0	0.0205761	0.979424	0.209877	0.489369	0.28738	0.0133745	1	0	0
0.333	1100.000	8204.26	nan	nan	4.5	1100	1100	nan	1016.02	809.161	8204.26	4420.8	0	0	0.0174897	0.98251	0.201646	0.502743	0.286694	0.00891632	1	0	0
0.334	1100.000	9182.47	nan	nan	4.5	1100	1100	nan	1016.04	809.178	9182.47	4420.25	0	0	0.0113169	0.988683	0.191358	0.506859	0.289781	0.0120027	1	0	0
0.335	1100.000	8446.4	nan	nan	4.5	1100	1100	nan	1016.01	809.172	8446.4	4420.49	0	0	0.0185185	0.981481	0.196159	0.503772	0.293896	0.00617284	1	0	0
0.336	1100.000	8382.99	nan	nan	4.5	1100	1100	nan	1016.02	809.164	8382.99	4420.71	0	0	0.0154321	0.984568	0.19273	0.507202	0.289095	0.0109739	1	0	0
0.337	1100.000	8282.88	nan	nan	4.5	1100	1100	nan	1016.01	809.169	8282.88	4420.59	0	0	0.0133745	0.986626	0.190672	0.50583	0.292867	0.010631	1	0	0
0.338	1100.000	7900.99	nan	nan	4.5	1100	1100	nan	1015.98	809.175	7900.99	4420.48	0	0	0.0164609	0.983539	0.208505	0.489369	0.293553	0.00857339	1	0	0
0.339	1100.000	6591.59	nan	nan	4.5	1100	1100	nan	1015.97	809.141	6591.59	4421.52	0	0	0.0174897	0.98251	0.202332	0.496914	0.293553	0.00720165	1	0	0
0.34	1100.000	7602.71	nan	nan	4.5	1100	1100	nan	1015.98	809.166	7602.71	4420.75	0	0	0.0113169	0.988683	0.220165	0.478738	0.293553	0.00754458	1	0	0
0.341	1100.000	8060.06	nan	nan	4.5	1100	1100	nan	1016	809.165	8060.06	4420.71	0	0	0.0174897	0.98251	0.22085	0.483196	0.287723	0.00823045	1	0	0
0.342	1100.000	7612.81	nan	nan	4.5	1100	1100	nan	1015.99	809.163	7612.81	4420.82	0	0	0.0195473	0.980453	0.218793	0.479081	0.29561	0.00651578	1	0	0
0.343	1100.000	8190.51	nan	nan	4.5	1100	1100	nan	1016.01	809.167	8190.51	4420.66	0	0	0.0144033	0.985597	0.215364	0.48594	0.290809	0.00788752	1	0	0
0.344	1100.000	8974.58	nan	nan	4.5	1100	1100	nan	1016.02	809.186	8974.58	4420.05	0	0	0.0185185	0.981481	0.210562	0.487997	0.290809	0.010631	1	0	0
0.345	1100.000	10216	nan	nan	4.5	1100	1100	nan	1016.04	809.214	10216	4419.19	0	0	0.0154321	0.984568	0.200274	0.496571	0.288409	0.0147462	1	0	0
0.346	1100.000	8983.6	nan	nan	4.5	1100	1100	nan	1016.02	809.189	8983.6	4419.97	0	0	0.0174897	0.98251	0.187243	0.514746	0.286694	0.0113169	1	0	0
0.347	1100.000	7790.72	nan	nan	4.5	1100	1100	nan	1016	809.158	7790.72	4420.92	0	0	0.0164609	0.983539	0.186557	0.512346	0.292867	0.00823045	1	0	0
0.348	1100.000	7614.17	nan	nan	4.5	1100	1100	nan	1015.99	809.161	7614.17	4420.87	0	0	0.00925926	0.990741	0.200274	0.5	0.292867	0.00685871	1	0	0
0.349	1100.000	8198.34	nan	nan	4.5	1100	1100	nan	1016.02	809.159	8198.34	4420.85	0	0	0.0174897	0.98251	0.211248	0.486968	0.291495	0.0102881	1	0	0
0.35	1100.000	7961.65	nan	nan	4.5	1100	1100	nan	1016.01	809.158	7961.65	4420.91	0	0	0.0154321	0.984568	0.208505	0.486626	0.297668	0.00720165	1	0	0
0.351	1100.000	7827.02	nan	nan	4.5	1100	1100	nan	1016	809.16	7827.02	4420.89	0	0	0.0154321	0.984568	0.193416	0.510288	0.287723	0.00857339	1	0	0
0.352	1100.000	7477.14	nan	nan	4.5	1100	1100	nan	1015.99	809.153	7477.14	4421.1	0	0	0.0123457	0.987654	0.195473	0.510288	0.286351	0.00788752	1	0	0
0.353	1100.000	7243.49	nan	nan	4.5	1100	1100	nan	1015.99	809.149	7243.49	4421.23	0	0	0.0144033	0.985597	0.198217	0.502743	0.291838	0.00720165	1	0	0
0.354	1100.000	7978.13	nan	nan	4.5	1100	1100	nan	1016.01	809.157	7978.13	4420.94	0	0	0.0164609	0.983539	0.196159	0.500686	0.292181	0.0109739	1	0	0
0.355	1100.000	6738.45	nan	nan	4.5	1100	1100	nan	1015.98	809.134	6738.45	4421.67	0	0	0.0113169	0.988683	0.201646	0.495542	0.296296	0.00651578	1	0	0
0.356	1100.000	5881.76	nan	nan	4.5	1100	1100	nan	1015.95	809.13	5881.76	4421.89	0	0	0.0185185	0.981481	0.210562	0.495199	0.284979	0.00925926	1	0	0
0.357	1100.000	6142.51	nan	nan	4.5	1100	1100	nan	1015.96	809.13	6142.51	4421.85	0	0	0.0185185	0.981481	0.219479	0.484911	0.288409	0.00720165	1	0	0
0.358	1100.000	6599.37	nan	nan	4.5	1100	1100	nan	1015.97	809.14	6599.37	4421.53	0	0	0.0123457	0.987654	0.218793	0.49417	0.280178	0.00685871	1	0	0
0.359	1100.000	6853.91	nan	nan	4.5	1100	1100	nan	1015.97	809.145	6853.91	4421.38	0	0	0.00823045	0.99177	0.231824	0.477709	0.285322	0.00514403	1	0	0
0.36	1100.000	8529.79	nan	nan	4.5	1100	1100	nan	1016.02	809.172	8529.79	4420.48	0	0	0.0123457	0.987654	0.225652	0.486626	0.279492	0.00823045	1	0	0
0.361	1100.000	8039.02	nan	nan	4.5	1100	1100	nan	1016.01	809.157	8039.02	4420.93	0	0	0.0144033	0.985597	0.217421	0.48834	0.287037	0.00720165	1	0	0
0.362	1100.000	7884.12	nan	nan	4.5	1100	1100	nan	1016.01	809.155	7884.12	4421	0	0	0.0185185	0.981481	0.227023	0.479424	0.287037	0.00651578	1	0	0
0.363	1100.000	7809.51	nan	nan	4.5	1100	1100	nan	1016	809.161	7809.51	4420.84	0	0	0.0144033	0.985597	0.22085	0.48011	0.291152	0.00788752	1	0	0
0.364	1100.000	6906.9	nan	nan	4.5	1100	1100	nan	1015.97	809.154	6906.9	4421.15	0	0	0.0133745	0.986626	0.21262	0.498628	0.280521	0.00823045	1	0	0
0.365	1100.000	6796.55	nan	nan	4.5	1100	1100	nan	1015.96	809.157	6796.55	4421.07	0	0	0.0154321	0.984568	0.215364	0.48011	0.296982	0.00754458	1	0	0
0.366	1100.000	7699.01	nan	nan	4.5	1100	1100	nan	1015.99	809.166	7699.01	4420.74	0	0	0.0102881	0.989712	0.211248	0.496228	0.284294	0.00823045	1	0	0
0.367	1100.000	7482.78	nan	nan	4.5	1100	1100	nan	1015.99	809.154	7482.78	4421.06	0	0	0.00823045	0.99177	0.209191	0.502401	0.279492	0.00891632	1	0	0
0.368	1100.000	6816.35	nan	nan	4.5	1100	1100	nan	1015.96	809.155	6816.35	4421.12	0	0	0.00823045	0.99177	0.21262	0.496228	0.283608	0.00754458	1	0	0
0.369	1100.000	7612.8	nan	nan	4.5	1100	1100	nan	1015.99	809.162	7612.8	4420.84	0	0	0.0236626	0.976337	0.22085	0.488683	0.283608	0.00685871	1	0	0
0.37	1100.000	8561.96	nan	nan	4.5	1100	1100	nan	1016.02	809.17	8561.96	4420.53	0	0	0.0205761	0.979424	0.221536	0.494856	0.274691	0.00891632	1	0	0
0.371	1100.000	7531.88	nan	nan	4.5	1100	1100	nan	1016	809.148	7531.88	4421.21	0	0	0.0123457	0.987654	0.222222	0.496914	0.272634	0.00823045	1	0	0
0.372	1100.000	7943.03	nan	nan	4.5	1100	1100	nan	1016.01	809.159	7943.03	4420.89	0	0	0.0164609	0.983539	0.22085	0.490741	0.280521	0.00788752	1	0	0
0.373	1100.000	7129.61	nan	nan	4.5	1100	1100	nan	1015.98	809.151	7129.61	4421.19	0	0	0.0144033	0.985597	0.216049	0.497257	0.280521	0.00617284	1	0	0
0.374	1100.000	8699.4	nan	nan	4.5	1100	1100	nan	1016.02	809.177	8699.4	4420.33	0	0	0.00823045	0.99177	0.222222	0.48251	0.284979	0.0102881	1	0	0
0.375	1100.000	8286.67	nan	nan	4.5	1100	1100	nan	1016	809.176	8286.67	4420.4	0	0	0.0174897	0.98251	0.217421	0.487311	0.284979	0.0102881	1	0	0
0.376	1100.000	8015.49	nan	nan	4.5	1100	1100	nan	1016	809.166	8015.49	4420.69	0	0	0.0185185	0.981481	0.207819	0.506173	0.278121	0.00788752	1	0	0
0.377	1100.000	7142.33	nan	nan	4.5	1100	1100	nan	1015.98	809.154	7142.33	4421.11	0	0	0.0144033	0.985597	0.203018	0.511317	0.278121	0.00754458	1	0	0
0.378	1100.000	7283.73	nan	nan	4.5	1100	1100	nan	1015.99	809.151	7283.73	4421.17	0	0	0.0185185	0.981481	0.213306	0.496228	0.282579	0.00788752	1	0	0
0.379	1100.000	8544.85	nan	nan	4.5	1100	1100	nan	1016.01	809.181	8544.85	4420.25	0	0	0.00823045	0.99177	0.202332	0.501715	0.284294	0.0116598	1	0	0
0.38	1100.000	8441.18	nan	nan	4.5	1100	1100	nan	1016	809.18	8441.18	4420.28	0	0	0.0246914	0.975309	0.217421	0.478395	0.294582	0.00960219	1	0	0
0.381	1100.000	8316.29	nan	nan	4.5	1100	1100	nan	1016.01	809.17	8316.29	4420.55	0	0	0.0164609	0.983539	0.217421	0.487997	0.285322	0.00925926	1	0	0
0.382	1100.000	8218.35	nan	nan	4.5	1100	1100	nan	1016.02	809.161	8218.35	4420.8	0	0	0.0185185	0.981481	0.219479	0.483196	0.288409	0.00891632	1	0	0
0.383	1100.000	8334.76	nan	nan	4.5	1100	1100	nan	1016.02	809.165	8334.76	4420.68	0	0	0.0185185	0.981481	0.222222	0.480796	0.289095	0.00788752	1	0	0
0.384	1100.000	8254.58	nan	nan	4.5	1100	1100	nan	1016.03	809.149	8254.58	4421.1	0	0	0.0102881	0.989712	0.222222	0.48834	0.280521	0.00891632	1	0	0
0.385	1100.000	8378.98	nan	nan	4.5	1100	1100	nan	1016.03	809.159	8378.98	4420.82	0	0	0.0174897	0.98251	0.221536	0.483196	0.284294	0.0109739	1	0	0
0.386	1100.000	8380.82	nan	nan	4.5	1100	1100	nan	1016.02	809.167	8380.82	4420.63	0	0	0.0144033	0.985597	0.23251	0.479081	0.280864	0.00754458	1	0	0
0.387	1100.000	9434.61	nan	nan	4.5	1100	1100	nan	1016.07	809.167	9434.61	4420.49	0	0	0.0164609	0.983539	0.233882	0.465021	0.292181	0.00891632	1	0	0
0.388	1100.000	9018.31	nan	nan	4.5	1100	1100	nan	1016.04	809.174	9018.31	4420.37	0	0	0.0154321	0.984568	0.224966	0.477709	0.288752	0.00857339	1	0	0
0.389	1100.000	8619.45	nan	nan	4.5	1100	1100	nan	1016.03	809.162	8619.45	4420.71	0	0	0.0174897	0.98251	0.220165	0.475995	0.294582	0.00925926	1	0	0
0.39	1100.000	8211.27	nan	nan	4.5	1100	1100	nan	1016.01	809.166	8211.27	4420.66	0	0	0.0133745	0.986626	0.213306	0.486283	0.294582	0.0058299	1	0	0
0.391	1100.000	9654.78	nan	nan	4.5	1100	1100	nan	1016.06	809.18	9654.78	4420.14	0	0	0.0226337	0.977366	0.198217	0.506859	0.283608	0.0113169	1	0	0
0.392	1100.000	8683.75	nan	nan	4.5	1100	1100	nan	1016.03	809.165	8683.75	4420.62	0	0	0.0154321	0.984568	0.207133	0.494513	0.291838	0.00651578	1	0	0
0.393	1100.000	8562.94	nan	nan	4.5	1100	1100	nan	1016.04	809.159	8562.94	4420.79	0	0	0.0113169	0.988683	0.207819	0.490055	0.291495	0.010631	1	0	0
0.394	1100.000	7165.05	nan	nan	4.5	1100	1100	nan	1015.98	809.149	7165.05	4421.24	0	0	0.0123457	0.987654	0.211934	0.477023	0.30144	0.00960219	1	0	0
0.395	1100.000	6688.95	nan	nan	4.5	1100	1100	nan	1015.97	809.142	6688.95	4421.47	0	0	0.0195473	0.980453	0.202332	0.480796	0.307613	0.00925926	1	0	0
0.396	1100.000	6739.19	nan	nan	4.5	1100	1100	nan	1015.95	809.157	6739.19	4421.1	0	0	0.0185185	0.981481	0.209877	0.479424	0.302812	0.00788752	1	0	0
0.397	1100.000	6958.5	nan	nan	4.5	1100	1100	nan	1015.95	809.164	6958.5	4420.89	0	0	0.0174897	0.98251	0.211248	0.491427	0.288066	0.00925926	1	0	0
0.398	1100.000	6628.86	nan	nan	4.5	1100	1100	nan	1015.95	809.153	6628.86	4421.2	0	0	0.0205761	0.979424	0.208505	0.492798	0.290809	0.00788752	1	0	0
0.399	1100.000	6973.08	nan	nan	4.5	1100	1100	nan	1015.98	809.144	6973.08	4421.39	0	0	0.0154321	0.984568	0.21262	0.487654	0.291152	0.00857339	1	0	0
0.4	1100.000	8039.08	nan	nan	4.5	1100	1100	nan	1016	809.169	8039.08	4420.62	0	0	0.0144033	0.985597	0.211934	0.489026	0.28738	0.0116598	1	0	0
0.401	1100.000	7804.14	nan	nan	4.5	1100	1100	nan	1015.99	809.164	7804.14	4420.78	0	0	0.0216049	0.978395	0.218107	0.485254	0.28738	0.00925926	1	0	0
0.402	1100.000	7156.72	nan	nan	4.5	1100	1100	nan	1015.99	809.144	7156.72	4421.37	0	0	0.0174897	0.98251	0.217421	0.484568	0.289438	0.00857339	1	0	0
0.403	1100.000	7300.04	nan	nan	4.5	1100	1100	nan	1015.98	809.155	7300.04	4421.06	0	0	0.0174897	0.98251	0.208505	0.492798	0.290123	0.00857339	1	0	0
0.404	1100.000	6483.13	nan	nan	4.5	1100	1100	nan	1015.96	809.145	6483.13	4421.43	0	0	0.0164609	0.983539	0.208505	0.501372	0.284636	0.00548697	1	0	0
0.405	1100.000	7447.54	nan	nan	4.5	1100	1100	nan	1015.98	809.159	7447.54	4420.95	0	0	0.0216049	0.978395	0.207133	0.495885	0.287037	0.00994513	1	0	0
0.406	1100.000	6355.48	nan	nan	4.5	1100	1100	nan	1015.96	809.141	6355.48	4421.56	0	0	0.00925926	0.990741	0.201646	0.507202	0.286008	0.00514403	1	0	0
0.407	1100.000	7805.45	nan	nan	4.5	1100	1100	nan	1015.99	809.164	7805.45	4420.78	0	0	0.0123457	0.987654	0.211934	0.493484	0.283265	0.0113169	1	0	0
0.408	1100.000	7015.69	nan	nan	4.5	1100	1100	nan	1015.98	809.145	7015.69	4421.36	0	0	0.0205761	0.979424	0.205075	0.503772	0.283608	0.00754458	1	0	0
0.409	1100.000	6942.27	nan	nan	4.5	1100	1100	nan	1015.99	809.135	6942.27	4421.62	0	0	0.0164609	0.983539	0.209191	0.495885	0.284636	0.0102881	1	0	0
0.41	1100.000	6653.42	nan	nan	4.5	1100	1100	nan	1015.97	809.137	6653.42	4421.61	0	0	0.0133745	0.986626	0.209191	0.504115	0.277435	0.00925926	1	0	0
0.411	1100.000	7761.25	nan	nan	4.5	1100	1100	nan	1016	809.157	7761.25	4420.96	0	0	0.0195473	0.980453	0.218793	0.493484	0.276063	0.0116598	1	0	0
0.412	1100.000	7336.38	nan	nan	4.5	1100	1100	nan	1015.98	809.156	7336.38	4421.03	0	0	0.0226337	0.977366	0.214678	0.495885	0.281207	0.00823045	1	0	0
0.413	1100.000	7335.14	nan	nan	4.5	1100	1100	nan	1015.99	809.152	7335.14	4421.13	0	0	0.0195473	0.980453	0.20439	0.496914	0.28738	0.0113169	1	0	0
0.414	1100.000	7527.73	nan	nan	4.5	1100	1100	nan	1015.99	809.154	7527.73	4421.05	0	0	0.0216049	0.978395	0.200274	0.497942	0.292867	0.00891632	1	0	0
0.415	1100.000	8856.96	nan	nan	4.5	1100	1100	nan	1016.04	809.169	8856.96	4420.51	0	0	0.0164609	0.983539	0.20439	0.491427	0.29321	0.0109739	1	0	0
0.416	1100.000	7405.36	nan	nan	4.5	1100	1100	nan	1015.98	809.16	7405.36	4420.92	0	0	0.0246914	0.975309	0.203018	0.504801	0.285322	0.00685871	1	0	0
0.417	1100.000	8024.64	nan	nan	4.5	1100	1100	nan	1015.99	809.173	8024.64	4420.51	0	0	0.0154321	0.984568	0.222908	0.481481	0.28738	0.00823045	1	0	0
0.418	1100.000	8545.73	nan	nan	4.5	1100	1100	nan	1016.02	809.171	8545.73	4420.49	0	0	0.0185185	0.981481	0.210562	0.496228	0.282579	0.010631	1	0	0
0.419	1100.000	8898.95	nan	nan	4.5	1100	1100	nan	1016.03	809.173	8898.95	4420.4	0	0	0.0195473	0.980453	0.207133	0.504458	0.279492	0.00891632	1	0	0
0.42	1100.000	8683.93	nan	nan	4.5	1100	1100	nan	1016.02	809.179	8683.93	4420.28	0	0	0.0144033	0.985597	0.206447	0.502058	0.280521	0.0109739	1	0	0
0.421	1100.000	7145.74	nan	nan	4.5	1100	1100	nan	1015.97	809.157	7145.74	4421.03	0	0	0.0174897	0.98251	0.196845	0.505487	0.291838	0.0058299	1	0	0
0.422	1100.000	8739.37	nan	nan	4.5	1100	1100	nan	1016.02	809.179	8739.37	4420.28	0	0	0.0154321	0.984568	0.194102	0.507545	0.288066	0.0102881	1	0	0
0.423	1100.000	8000.52	nan	nan	4.5	1100	1100	nan	1015.99	809.172	8000.52	4420.54	0	0	0.0133745	0.986626	0.190672	0.508916	0.292867	0.00754458	1	0	0
0.424	1100.000	7269.42	nan	nan	4.5	1100	1100	nan	1015.99	809.15	7269.42	4421.21	0	0	0.0123457	0.987654	0.19273	0.492455	0.308299	0.00651578	1	0	0
0.425	1100.000	7814.47	nan	nan	4.5	1100	1100	nan	1016	809.162	7814.47	4420.83	0	0	0.0174897	0.98251	0.192044	0.499314	0.300069	0.00857339	1	0	0
0.426	1100.000	8294.71	nan	nan	4.5	1100	1100	nan	1016.02	809.162	8294.71	4420.76	0	0	0.0123457	0.987654	0.195473	0.503772	0.290809	0.00994513	1	0	0
0.427	1100.000	7970.07	nan	nan	4.5	1100	1100	nan	1016.01	809.157	7970.07	4420.93	0	0	0.0226337	0.977366	0.200274	0.492798	0.29904	0.00788752	1	0	0
0.428	1100.000	8404.39	nan	nan	4.5	1100	1100	nan	1016.02	809.162	8404.39	4420.75	0	0	0.0154321	0.984568	0.206447	0.486626	0.295267	0.0116598	1	0	0
0.429	1100.000	6727.47	nan	nan	4.5	1100	1100	nan	1015.97	809.142	6727.47	4421.48	0	0	0.0164609	0.983539	0.190672	0.506859	0.295267	0.00720165	1	0	0
0.43	1100.000	7011.87	nan	nan	4.5	1100	1100	nan	1015.98	809.146	7011.87	4421.33	0	0	0.0236626	0.976337	0.190672	0.503772	0.296639	0.00891632	1	0	0
0.431	1100.000	7529.94	nan	nan	4.5	1100	1100	nan	1015.98	809.163	7529.94	4420.83	0	0	0.0164609	0.983539	0.194102	0.504115	0.29321	0.00857339	1	0	0
0.432	1100.000	7366.38	nan	nan	4.5	1100	1100	nan	1015.98	809.162	7366.38	4420.89	0	0	0.0133745	0.986626	0.196845	0.502401	0.290809	0.00994513	1	0	0
0.433	1100.000	6942.77	nan	nan	4.5	1100	1100	nan	1015.97	809.152	6942.77	4421.18	0	0	0.00925926	0.990741	0.192044	0.507545	0.291495	0.00891632	1	0	0
