time	m_length	m_force	sc_extension	sc_force	hs_1_pCa	hs_1_length	hs_1_command_length	hs_1_slack_length	hs_1_a_length	hs_1_m_length	hs_1_force	hs_1_titin_force	hs_1_viscous_force	hs_1_extracellular_force	hs_1_a_pop_1	hs_1_a_pop_2	hs_1_m_pop_1	hs_1_m_pop_2	hs_1_m_pop_3	hs_1_m_pop_4	hs_1_c_pop_1	hs_1_c_pop_2	hs_1_c_pop_3
0.14	1100.000	7278.83	nan	nan	4.5	1100	1100	nan	1015.98	809.157	7278.83	4421.02	0	0	0.0164609	0.983539	0.211934	0.492455	0.286351	0.00925926	1	0	0
0.141	1100.000	7370.49	nan	nan	4.5	1100	1100	nan	1016	809.145	7370.49	4421.31	0	0	0.0226337	0.977366	0.203018	0.506859	0.281893	0.00823045	1	0	0
0.142	1100.000	6531.33	nan	nan	4.5	1100	1100	nan	1015.94	809.158	6531.33	4421.1	0	0	0.0185185	0.981481	0.209191	0.500686	0.282922	0.00720165	1	0	0
0.143	1100.000	6290.39	nan	nan	4.5	1100	1100	nan	1015.95	809.145	6290.39	4421.45	0	0	0.0123457	0.987654	0.209877	0.487654	0.294925	0.00754458	1	0	0
0.144	1100.000	6961.65	nan	nan	4.5	1100	1100	nan	1015.97	809.15	6961.65	4421.24	0	0	0.0164609	0.983539	0.216735	0.479424	0.294582	0.00925926	1	0	0
0.145	1100.000	6040.15	nan	nan	4.5	1100	1100	nan	1015.94	809.14	6040.15	4421.61	0	0	0.0144033	0.985597	0.213306	0.489712	0.289095	0.00788752	1	0	0
0.146	1100.000	6531.24	nan	nan	4.5	1100	1100	nan	1015.94	809.156	6531.24	4421.13	0	0	0.0246914	0.975309	0.220165	0.491427	0.280521	0.00788752	1	0	0
0.147	1100.000	7821.96	nan	nan	4.5	1100	1100	nan	1015.98	809.175	7821.96	4420.5	0	0	0.0195473	0.980453	0.215364	0.492798	0.282579	0.00925926	1	0	0
0.148	1100.000	7253.39	nan	nan	4.5	1100	1100	nan	1015.97	809.166	7253.39	4420.8	0	0	0.0246914	0.975309	0.207819	0.497599	0.286694	0.00788752	1	0	0
0.149	1100.000	7474.78	nan	nan	4.5	1100	1100	nan	1015.98	809.163	7474.78	4420.83	0	0	0.0113169	0.988683	0.213306	0.493827	0.288752	0.00411523	1	0	0
0.15	1100.000	7739.63	nan	nan	4.5	1100	1100	nan	1015.99	809.163	7739.63	4420.81	0	0	0.0185185	0.981481	0.210562	0.502401	0.27915	0.00788752	1	0	0
0.151	1100.000	6868.51	nan	nan	4.5	1100	1100	nan	1015.97	809.149	6868.51	4421.27	0	0	0.0123457	0.987654	0.214678	0.498285	0.280521	0.00651578	1	0	0
0.152	1100.000	7828.76	nan	nan	4.5	1100	1100	nan	1016.01	809.155	7828.76	4421	0	0	0.0226337	0.977366	0.218107	0.484568	0.28738	0.00994513	1	0	0
0.153	1100.000	7832.09	nan	nan	4.5	1100	1100	nan	1016	809.162	7832.09	4420.81	0	0	0.0236626	0.976337	0.220165	0.494513	0.277092	0.00823045	1	0	0
0.154	1100.000	8370.88	nan	nan	4.5	1100	1100	nan	1016.02	809.165	8370.88	4420.67	0	0	0.0123457	0.987654	0.217421	0.495199	0.276063	0.0113169	1	0	0
0.155	1100.000	7255.49	nan	nan	4.5	1100	1100	nan	1015.99	809.144	7255.49	4421.36	0	0	0.0154321	0.984568	0.225652	0.483196	0.282579	0.00857339	1	0	0
0.156	1100.000	9038.64	nan	nan	4.5	1100	1100	nan	1016.04	809.172	9038.64	4420.42	0	0	0.0185185	0.981481	0.221536	0.488683	0.279492	0.0102881	1	0	0
0.157	1100.000	8184.36	nan	nan	4.5	1100	1100	nan	1016.01	809.166	8184.36	4420.67	0	0	0.0195473	0.980453	0.217421	0.503429	0.270919	0.00823045	1	0	0
0.158	1100.000	8284.61	nan	nan	4.5	1100	1100	nan	1016.03	809.153	8284.61	4420.98	0	0	0.0164609	0.983539	0.222222	0.491427	0.277435	0.00891632	1	0	0
0.159	1100.000	7308.73	nan	nan	4.5	1100	1100	nan	1015.98	809.158	7308.73	4420.98	0	0	0.0123457	0.987654	0.220165	0.487997	0.283951	0.00788752	1	0	0
0.16	1100.000	7500.75	nan	nan	4.5	1100	1100	nan	1015.99	809.16	7500.75	4420.93	0	0	0.0123457	0.987654	0.217421	0.489026	0.284979	0.00857339	1	0	0
0.161	1100.000	6640.11	nan	nan	4.5	1100	1100	nan	1015.97	809.141	6640.11	4421.5	0	0	0.0102881	0.989712	0.210562	0.496914	0.284979	0.00754458	1	0	0
0.162	1100.000	7177.54	nan	nan	4.5	1100	1100	nan	1015.98	809.156	7177.54	4421.07	0	0	0.0216049	0.978395	0.214678	0.487311	0.288752	0.00925926	1	0	0
0.163	1100.000	7108.12	nan	nan	4.5	1100	1100	nan	1015.97	809.155	7108.12	4421.09	0	0	0.0123457	0.987654	0.228395	0.480453	0.284636	0.00651578	1	0	0
0.164	1100.000	8494.43	nan	nan	4.5	1100	1100	nan	1016	809.184	8494.43	4420.17	0	0	0.0154321	0.984568	0.231824	0.480453	0.276406	0.0113169	1	0	0
0.165	1100.000	8471.01	nan	nan	4.5	1100	1100	nan	1016	809.181	8471.01	4420.25	0	0	0.0185185	0.981481	0.222222	0.487311	0.280864	0.00960219	1	0	0
0.166	1100.000	6651.67	nan	nan	4.5	1100	1100	nan	1015.96	809.15	6651.67	4421.28	0	0	0.0102881	0.989712	0.222222	0.49177	0.278121	0.00788752	1	0	0
0.167	1100.000	7063.08	nan	nan	4.5	1100	1100	nan	1015.98	809.145	7063.08	4421.35	0	0	0.0185185	0.981481	0.22428	0.485597	0.281893	0.00823045	1	0	0
0.168	1100.000	7354.61	nan	nan	4.5	1100	1100	nan	1015.99	809.147	7354.61	4421.25	0	0	0.0113169	0.988683	0.22085	0.491084	0.280521	0.00754458	1	0	0
0.169	1100.000	8052.27	nan	nan	4.5	1100	1100	nan	1016	809.165	8052.27	4420.72	0	0	0.0164609	0.983539	0.22085	0.494856	0.276749	0.00754458	1	0	0
0.17	1100.000	7281.55	nan	nan	4.5	1100	1100	nan	1015.98	809.156	7281.55	4421.04	0	0	0.0144033	0.985597	0.221536	0.487311	0.282922	0.00823045	1	0	0
0.171	1100.000	7631.8	nan	nan	4.5	1100	1100	nan	1016	809.153	7631.8	4421.08	0	0	0.0133745	0.986626	0.218793	0.48251	0.289781	0.00891632	1	0	0
0.172	1100.000	8001.77	nan	nan	4.5	1100	1100	nan	1016.02	809.152	8001.77	4421.06	0	0	0.00823045	0.99177	0.223594	0.482853	0.287037	0.00651578	1	0	0
0.173	1100.000	6353.53	nan	nan	4.5	1100	1100	nan	1015.96	809.138	6353.53	4421.64	0	0	0.0154321	0.984568	0.226337	0.495199	0.272634	0.0058299	1	0	0
0.174	1100.000	7545.46	nan	nan	4.5	1100	1100	nan	1015.98	809.166	7545.46	4420.76	0	0	0.0174897	0.98251	0.23594	0.482167	0.268861	0.0130316	1	0	0
0.175	1100.000	5797.44	nan	nan	4.5	1100	1100	nan	1015.93	809.141	5797.44	4421.62	0	0	0.0113169	0.988683	0.230453	0.48594	0.278807	0.0048011	1	0	0
0.176	1100.000	6683.59	nan	nan	4.5	1100	1100	nan	1015.97	809.143	6683.59	4421.46	0	0	0.0174897	0.98251	0.227709	0.486968	0.277778	0.00754458	1	0	0
0.177	1100.000	7117.88	nan	nan	4.5	1100	1100	nan	1015.98	809.153	7117.88	4421.16	0	0	0.0164609	0.983539	0.22428	0.486626	0.282236	0.00685871	1	0	0
0.178	1100.000	7266.26	nan	nan	4.5	1100	1100	nan	1015.99	809.15	7266.26	4421.2	0	0	0.0174897	0.98251	0.224966	0.481481	0.285665	0.00788752	1	0	0
0.179	1100.000	6796.39	nan	nan	4.5	1100	1100	nan	1015.97	809.144	6796.39	4421.42	0	0	0.00720165	0.992798	0.227023	0.477023	0.289781	0.00617284	1	0	0
0.18	1100.000	7270.77	nan	nan	4.5	1100	1100	nan	1015.98	809.157	7270.77	4421.03	0	0	0.0236626	0.976337	0.22428	0.484225	0.28155	0.00994513	1	0	0
0.181	1100.000	6667.33	nan	nan	4.5	1100	1100	nan	1015.96	809.151	6667.33	4421.26	0	0	0.0144033	0.985597	0.214678	0.488683	0.290123	0.00651578	1	0	0
0.182	1100.000	7436.92	nan	nan	4.5	1100	1100	nan	1015.99	809.15	7436.92	4421.17	0	0	0.0164609	0.983539	0.219479	0.481824	0.292524	0.00617284	1	0	0
0.183	1100.000	8201.72	nan	nan	4.5	1100	1100	nan	1016	809.176	8201.72	4420.41	0	0	0.0216049	0.978395	0.215364	0.490055	0.284979	0.00960219	1	0	0
0.184	1100.000	8737.48	nan	nan	4.5	1100	1100	nan	1016.01	809.186	8737.48	4420.09	0	0	0.0226337	0.977366	0.215364	0.495885	0.280864	0.00788752	1	0	0
0.185	1100.000	7415.07	nan	nan	4.5	1100	1100	nan	1015.98	809.158	7415.07	4420.97	0	0	0.00925926	0.990741	0.21262	0.497942	0.282922	0.00651578	1	0	0
0.186	1100.000	7695.85	nan	nan	4.5	1100	1100	nan	1016	809.155	7695.85	4421.01	0	0	0.00823045	0.99177	0.213992	0.494856	0.283265	0.00788752	1	0	0
0.187	1100.000	8090.86	nan	nan	4.5	1100	1100	nan	1016.01	809.16	8090.86	4420.83	0	0	0.0257202	0.97428	0.229767	0.480453	0.28155	0.00823045	1	0	0
0.188	1100.000	8418.52	nan	nan	4.5	1100	1100	nan	1016.02	809.165	8418.52	4420.68	0	0	0.0123457	0.987654	0.233882	0.478052	0.280178	0.00788752	1	0	0
0.189	1100.000	9098.15	nan	nan	4.5	1100	1100	nan	1016.04	809.172	9098.15	4420.39	0	0	0.0164609	0.983539	0.219479	0.494513	0.278121	0.00788752	1	0	0
0.19	1100.000	9854.25	nan	nan	4.5	1100	1100	nan	1016.05	809.194	9854.25	4419.75	0	0	0.0144033	0.985597	0.225652	0.470508	0.293553	0.0102881	1	0	0
0.191	1100.000	9548.8	nan	nan	4.5	1100	1100	nan	1016.04	809.189	9548.8	4419.92	0	0	0.00823045	0.99177	0.215364	0.483882	0.291495	0.00925926	1	0	0
0.192	1100.000	7694.2	nan	nan	4.5	1100	1100	nan	1016.01	809.151	7694.2	4421.12	0	0	0.0154321	0.984568	0.208505	0.496914	0.288409	0.00617284	1	0	0
0.193	1100.000	8490.99	nan	nan	4.5	1100	1100	nan	1016.02	809.168	8490.99	4420.58	0	0	0.0102881	0.989712	0.209877	0.49417	0.285665	0.0102881	1	0	0
0.194	1100.000	8699.4	nan	nan	4.5	1100	1100	nan	1016	809.192	8699.4	4419.96	0	0	0.0123457	0.987654	0.206447	0.506173	0.277435	0.00994513	1	0	0
0.195	1100.000	8621.66	nan	nan	4.5	1100	1100	nan	1016.01	809.185	8621.66	4420.13	0	0	0.0174897	0.98251	0.190672	0.518176	0.283265	0.00788752	1	0	0
0.196	1100.000	8443.74	nan	nan	4.5	1100	1100	nan	1016.01	809.178	8443.74	4420.33	0	0	0.0205761	0.979424	0.196845	0.510974	0.285665	0.00651578	1	0	0
0.197	1100.000	8320.78	nan	nan	4.5	1100	1100	nan	1016.01	809.172	8320.78	4420.5	0	0	0.0113169	0.988683	0.192044	0.505487	0.293896	0.00857339	1	0	0
0.198	1100.000	9168.44	nan	nan	4.5	1100	1100	nan	1016.03	809.186	9168.44	4420.04	0	0	0.0144033	0.985597	0.19273	0.504115	0.291838	0.0113169	1	0	0
0.199	1100.000	8790.9	nan	nan	4.5	1100	1100	nan	1016.01	809.185	8790.9	4420.1	0	0	0.0185185	0.981481	0.190672	0.51989	0.282579	0.00685871	1	0	0
0.2	1100.000	9216.71	nan	nan	4.5	1100	1100	nan	1016.04	809.182	9216.71	4420.13	0	0	0.00925926	0.990741	0.185185	0.518861	0.286694	0.00925926	1	0	0
0.201	1100.000	9485.5	nan	nan	4.5	1100	1100	nan	1016.04	809.188	9485.5	4419.95	0	0	0.0174897	0.98251	0.187929	0.513717	0.288066	0.0102881	1	0	0
0.202	1100.000	8112.52	nan	nan	4.5	1100	1100	nan	1016	809.172	8112.52	4420.54	0	0	0.0144033	0.985597	0.190672	0.512689	0.289095	0.00754458	1	0	0
0.203	1100.000	8622.49	nan	nan	4.5	1100	1100	nan	1016.01	809.179	8622.49	4420.29	0	0	0.0174897	0.98251	0.20439	0.484911	0.300754	0.00994513	1	0	0
0.204	1100.000	8430.39	nan	nan	4.5	1100	1100	nan	1016.03	809.156	8430.39	4420.9	0	0	0.0174897	0.98251	0.193416	0.500686	0.297325	0.00857339	1	0	0
0.205	1100.000	9469.26	nan	nan	4.5	1100	1100	nan	1016.06	809.172	9469.26	4420.34	0	0	0.0113169	0.988683	0.203018	0.492112	0.29561	0.00925926	1	0	0
0.206	1100.000	9167.77	nan	nan	4.5	1100	1100	nan	1016.04	809.179	9167.77	4420.2	0	0	0.0185185	0.981481	0.214678	0.486283	0.288752	0.0102881	1	0	0
0.207	1100.000	8816.72	nan	nan	4.5	1100	1100	nan	1016.03	809.174	8816.72	4420.38	0	0	0.0164609	0.983539	0.210562	0.496571	0.283608	0.00925926	1	0	0
0.208	1100.000	7644.62	nan	nan	4.5	1100	1100	nan	1015.98	809.168	7644.62	4420.7	0	0	0.0174897	0.98251	0.205761	0.498628	0.290809	0.0048011	1	0	0
0.209	1100.000	8192.5	nan	nan	4.5	1100	1100	nan	1016.01	809.167	8192.5	4420.66	0	0	0.0216049	0.978395	0.205761	0.499314	0.288066	0.00685871	1	0	0
0.21	1100.000	8812.68	nan	nan	4.5	1100	1100	nan	1016.02	809.18	8812.68	4420.24	0	0	0.0144033	0.985597	0.207133	0.491084	0.289095	0.0126886	1	0	0
0.211	1100.000	7898.14	nan	nan	4.5	1100	1100	nan	1016.02	809.148	7898.14	4421.17	0	0	0.0144033	0.985597	0.203018	0.493141	0.294239	0.00960219	1	0	0
0.212	1100.000	8517.4	nan	nan	4.5	1100	1100	nan	1016.03	809.164	8517.4	4420.67	0	0	0.0154321	0.984568	0.205761	0.490398	0.294582	0.00925926	1	0	0
0.213	1100.000	8176.12	nan	nan	4.5	1100	1100	nan	1016.02	809.154	8176.12	4420.98	0	0	0.0113169	0.988683	0.198903	0.499314	0.291838	0.00994513	1	0	0
0.214	1100.000	7653.04	nan	nan	4.5	1100	1100	nan	1015.99	809.163	7653.04	4420.82	0	0	0.0123457	0.987654	0.20096	0.502401	0.28738	0.00925926	1	0	0
0.215	1100.000	7710.76	nan	nan	4.5	1100	1100	nan	1015.97	809.18	7710.76	4420.37	0	0	0.0113169	0.988683	0.191358	0.50823	0.290123	0.0102881	1	0	0
0.216	1100.000	6873.35	nan	nan	4.5	1100	1100	nan	1015.96	809.157	6873.35	4421.08	0	0	0.0133745	0.986626	0.189986	0.514746	0.288409	0.00685871	1	0	0
0.217	1100.000	6852.49	nan	nan	4.5	1100	1100	nan	1015.96	809.153	6852.49	4421.18	0	0	0.0195473	0.980453	0.194102	0.506173	0.292867	0.00685871	1	0	0
0.218	1100.000	7519.85	nan	nan	4.5	1100	1100	nan	1015.98	809.167	7519.85	4420.75	0	0	0.0123457	0.987654	0.197531	0.496914	0.296639	0.00891632	1	0	0
0.219	1100.000	7059.5	nan	nan	4.5	1100	1100	nan	1015.98	809.144	7059.5	4421.39	0	0	0.0195473	0.980453	0.193416	0.513374	0.283608	0.00960219	1	0	0
0.22	1100.000	7173.29	nan	nan	4.5	1100	1100	nan	1015.99	809.147	7173.29	4421.29	0	0	0.0164609	0.983539	0.191358	0.516118	0.284979	0.00754458	1	0	0
0.221	1100.000	7021.03	nan	nan	4.5	1100	1100	nan	1015.98	809.15	7021.03	4421.23	0	0	0.0174897	0.98251	0.199588	0.499657	0.293896	0.00685871	1	0	0
0.222	1100.000	6985.9	nan	nan	4.5	1100	1100	nan	1015.98	809.147	6985.9	4421.32	0	0	0.0216049	0.978395	0.20439	0.498971	0.288409	0.00823045	1	0	0
0.223	1100.000	7139.49	nan	nan	4.5	1100	1100	nan	1015.99	809.146	7139.49	4421.31	0	0	0.0133745	0.986626	0.197531	0.501029	0.293553	0.00788752	1	0	0
0.224	1100.000	6572.77	nan	nan	4.5	1100	1100	nan	1015.97	809.141	6572.77	4421.53	0	0	0.0164609	0.983539	0.208505	0.495885	0.288752	0.00685871	1	0	0
0.225	1100.000	7699.81	nan	nan	4.5	1100	1100	nan	1015.99	809.164	7699.81	4420.8	0	0	0.0174897	0.98251	0.213992	0.492455	0.286351	0.00720165	1	0	0
0.226	1100.000	7136.64	nan	nan	4.5	1100	1100	nan	1015.99	809.143	7136.64	4421.39	0	0	0.0154321	0.984568	0.216735	0.481481	0.296639	0.00514403	1	0	0
0.227	1100.000	6949.27	nan	nan	4.5	1100	1100	nan	1015.96	809.159	6949.27	4421	0	0	0.0164609	0.983539	0.223594	0.480453	0.289781	0.00617284	1	0	0
0.228	1100.000	7271.57	nan	nan	4.5	1100	1100	nan	1015.97	809.164	7271.57	4420.84	0	0	0.0205761	0.979424	0.217421	0.492455	0.281893	0.00823045	1	0	0
0.229	1100.000	6992.75	nan	nan	4.5	1100	1100	nan	1015.97	809.153	6992.75	4421.16	0	0	0.0174897	0.98251	0.213306	0.499314	0.28155	0.0058299	1	0	0
0.23	1100.000	7579.8	nan	nan	4.5	1100	1100	nan	1015.98	809.166	7579.8	4420.75	0	0	0.026749	0.973251	0.221536	0.502401	0.268519	0.00754458	1	0	0
0.231	1100.000	7771.78	nan	nan	4.5	1100	1100	nan	1016.01	809.15	7771.78	4421.14	0	0	0.0133745	0.986626	0.213306	0.502401	0.275034	0.00925926	1	0	0
0.232	1100.000	7539.74	nan	nan	4.5	1100	1100	nan	1015.99	809.155	7539.74	4421.03	0	0	0.0205761	0.979424	0.214678	0.497257	0.280521	0.00754458	1	0	0
0.233	1100.000	7381.87	nan	nan	4.5	1100	1100	nan	1015.98	809.158	7381.87	4420.98	0	0	0.0144033	0.985597	0.213306	0.486968	0.292181	0.00754458	1	0	0
0.234	1100.000	7386.57	nan	nan	4.5	1100	1100	nan	1016	809.145	7386.57	4421.31	0	0	0.0236626	0.976337	0.22085	0.478052	0.292524	0.00857339	1	0	0
0.235	1100.000	7083.4	nan	nan	4.5	1100	1100	nan	1015.98	809.151	7083.4	4421.19	0	0	0.0226337	0.977366	0.21262	0.483539	0.294925	0.00891632	1	0	0
0.236	1100.000	6935.59	nan	nan	4.5	1100	1100	nan	1015.99	809.138	6935.59	4421.54	0	0	0.0144033	0.985597	0.205075	0.493827	0.289781	0.0113169	1	0	0
0.237	1100.000	7513.49	nan	nan	4.5	1100	1100	nan	1015.99	809.155	7513.49	4421.05	0	0	0.0113169	0.988683	0.218793	0.484568	0.287037	0.00960219	1	0	0
0.238	1100.000	7333.11	nan	nan	4.5	1100	1100	nan	1015.99	809.153	7333.11	4421.12	0	0	0.0113169	0.988683	0.217421	0.493141	0.281893	0.00754458	1	0	0
0.239	1100.000	7962.59	nan	nan	4.5	1100	1100	nan	1016.01	809.16	7962.59	4420.86	0	0	0.0185185	0.981481	0.218793	0.486283	0.286694	0.00823045	1	0	0
0.24	1100.000	7530.55	nan	nan	4.5	1100	1100	nan	1015.99	809.154	7530.55	4421.05	0	0	0.00617284	0.993827	0.213992	0.492798	0.286351	0.00685871	1	0	0
0.241	1100.000	8137.43	nan	nan	4.5	1100	1100	nan	1016.02	809.157	8137.43	4420.92	0	0	0.0164609	0.983539	0.209877	0.486626	0.294239	0.00925926	1	0	0
0.242	1100.000	8652.54	nan	nan	4.5	1100	1100	nan	1016.03	809.167	8652.54	4420.6	0	0	0.0133745	0.986626	0.205075	0.496228	0.288752	0.00994513	1	0	0
0.243	1100.000	8673.74	nan	nan	4.5	1100	1100	nan	1016.02	809.172	8673.74	4420.45	0	0	0.0226337	0.977366	0.219479	0.487997	0.284636	0.00788752	1	0	0
0.244	1100.000	9155.42	nan	nan	4.5	1100	1100	nan	1016.03	809.186	9155.42	4420.04	0	0	0.0205761	0.979424	0.22428	0.484225	0.281207	0.0102881	1	0	0
0.245	1100.000	7360.92	nan	nan	4.5	1100	1100	nan	1015.98	809.159	7360.92	4420.96	0	0	0.0257202	0.97428	0.223594	0.484911	0.284294	0.00720165	1	0	0
0.246	1100.000	7443.61	nan	nan	4.5	1100	1100	nan	1015.98	809.165	7443.61	4420.79	0	0	0.0174897	0.98251	0.216049	0.492112	0.282579	0.00925926	1	0	0
0.247	1100.000	6873.98	nan	nan	4.5	1100	1100	nan	1015.96	809.16	6873.98	4421.01	0	0	0.0174897	0.98251	0.217421	0.495542	0.27915	0.00788752	1	0	0
0.248	1100.000	6743.67	nan	nan	4.5	1100	1100	nan	1015.98	809.14	6743.67	4421.53	0	0	0.0154321	0.984568	0.214678	0.49177	0.286008	0.00754458	1	0	0
0.249	1100.000	7471.53	nan	nan	4.5	1100	1100	nan	1016	809.143	7471.53	4421.34	0	0	0.0102881	0.989712	0.223594	0.474623	0.291838	0.00994513	1	0	0
0.25	1100.000	7257.94	nan	nan	4.5	1100	1100	nan	1016	809.14	7257.94	4421.44	0	0	0.0144033	0.985597	0.226337	0.475309	0.288066	0.0102881	1	0	0
0.251	1100.000	6432.75	nan	nan	4.5	1100	1100	nan	1015.96	809.143	6432.75	4421.5	0	0	0.0123457	0.987654	0.234568	0.46845	0.288409	0.00857339	1	0	0
0.252	1100.000	7880.63	nan	nan	4.5	1100	1100	nan	1016	809.166	7880.63	4420.73	0	0	0.0226337	0.977366	0.233196	0.481481	0.274691	0.010631	1	0	0
0.253	1100.000	7025.59	nan	nan	4.5	1100	1100	nan	1015.98	809.148	7025.59	4421.27	0	0	0.0185185	0.981481	0.23251	0.480796	0.278464	0.00823045	1	0	0
0.254	1100.000	6687.19	nan	nan	4.5	1100	1100	nan	1015.98	809.138	6687.19	4421.59	0	0	0.0144033	0.985597	0.231824	0.483196	0.276406	0.00857339	1	0	0
0.255	1100.000	6581.83	nan	nan	4.5	1100	1100	nan	1015.97	809.138	6581.83	4421.6	0	0	0.0113169	0.988683	0.239369	0.47428	0.280178	0.00617284	1	0	0
0.256	1100.000	6725.63	nan	nan	4.5	1100	1100	nan	1015.95	809.156	6725.63	4421.12	0	0	0.0174897	0.98251	0.23251	0.470508	0.290466	0.00651578	1	0	0
0.257	1100.000	7507.8	nan	nan	4.5	1100	1100	nan	1015.99	809.159	7507.8	4420.95	0	0	0.0154321	0.984568	0.222908	0.475652	0.292181	0.00925926	1	0	0
0.258	1100.000	6264.45	nan	nan	4.5	1100	1100	nan	1015.95	809.14	6264.45	4421.57	0	0	0.0164609	0.983539	0.219479	0.484225	0.287037	0.00925926	1	0	0
0.259	1100.000	6925.6	nan	nan	4.5	1100	1100	nan	1015.96	809.155	6925.6	4421.12	0	0	0.0164609	0.983539	0.229767	0.466735	0.293553	0.00994513	1	0	0
0.26	1100.000	7276.1	nan	nan	4.5	1100	1100	nan	1015.98	809.154	7276.1	4421.09	0	0	0.0113169	0.988683	0.240055	0.470165	0.28155	0.00823045	1	0	0
0.261	1100.000	7350.96	nan	nan	4.5	1100	1100	nan	1015.98	809.161	7350.96	4420.92	0	0	0.0164609	0.983539	0.23594	0.476337	0.279492	0.00823045	1	0	0
0.262	1100.000	7495.06	nan	nan	4.5	1100	1100	nan	1015.97	809.168	7495.06	4420.71	0	0	0.0164609	0.983539	0.233196	0.482167	0.276406	0.00823045	1	0	0
0.263	1100.000	7982.35	nan	nan	4.5	1100	1100	nan	1016	809.162	7982.35	4420.8	0	0	0.0185185	0.981481	0.224966	0.482167	0.285665	0.00720165	1	0	0
0.264	1100.000	8154.76	nan	nan	4.5	1100	1100	nan	1016	809.17	8154.76	4420.58	0	0	0.0123457	0.987654	0.223594	0.484911	0.281893	0.00960219	1	0	0
0.265	1100.000	6933.73	nan	nan	4.5	1100	1100	nan	1015.97	809.148	6933.73	4421.3	0	0	0.0123457	0.987654	0.216735	0.493827	0.283608	0.0058299	1	0	0
0.266	1100.000	7732.48	nan	nan	4.5	1100	1100	nan	1015.98	809.173	7732.48	4420.55	0	0	0.0164609	0.983539	0.22085	0.487997	0.282579	0.00857339	1	0	0
0.267	1100.000	7258.08	nan	nan	4.5	1100	1100	nan	1015.98	809.151	7258.08	4421.18	0	0	0.0185185	0.981481	0.216735	0.495542	0.278807	0.00891632	1	0	0
0.268	1100.000	7539.06	nan	nan	4.5	1100	1100	nan	1016	809.146	7539.06	4421.26	0	0	0.0102881	0.989712	0.221536	0.478052	0.292524	0.00788752	1	0	0
0.269	1100.000	7131.71	nan	nan	4.5	1100	1100	nan	1015.96	809.166	7131.71	4420.82	0	0	0.0216049	0.978395	0.222222	0.482853	0.285665	0.00925926	1	0	0
0.27	1100.000	7573.51	nan	nan	4.5	1100	1100	nan	1015.97	809.175	7573.51	4420.53	0	0	0.0133745	0.986626	0.219479	0.489026	0.27915	0.0123457	1	0	0
0.271	1100.000	7240.78	nan	nan	4.5	1100	1100	nan	1015.96	809.17	7240.78	4420.71	0	0	0.0195473	0.980453	0.211934	0.497599	0.28155	0.00891632	1	0	0
0.272	1100.000	6964.26	nan	nan	4.5	1100	1100	nan	1015.97	809.152	6964.26	4421.18	0	0	0.00720165	0.992798	0.213992	0.493484	0.283608	0.00891632	1	0	0
0.273	1100.000	7158.81	nan	nan	4.5	1100	1100	nan	1015.98	809.154	7158.81	4421.12	0	0	0.0257202	0.97428	0.222908	0.48011	0.290466	0.00651578	1	0	0
0.274	1100.000	7296.58	nan	nan	4.5	1100	1100	nan	1015.99	809.146	7296.58	4421.3	0	0	0.0164609	0.983539	0.214678	0.479424	0.297325	0.00857339	1	0	0
0.275	1100.000	6761.79	nan	nan	4.5	1100	1100	nan	1015.97	809.147	6761.79	4421.33	0	0	0.0123457	0.987654	0.217421	0.475652	0.300069	0.00685871	1	0	0
0.276	1100.000	7492.1	nan	nan	4.5	1100	1100	nan	1015.99	809.158	7492.1	4420.97	0	0	0.0174897	0.98251	0.216735	0.482167	0.291495	0.00960219	1	0	0
0.277	1100.000	6683.52	nan	nan	4.5	1100	1100	nan	1015.97	809.144	6683.52	4421.43	0	0	0.0205761	0.979424	0.216049	0.487654	0.290123	0.00617284	1	0	0
0.278	1100.000	7698.99	nan	nan	4.5	1100	1100	nan	1016	809.152	7698.99	4421.08	0	0	0.0102881	0.989712	0.220165	0.480453	0.289781	0.00960219	1	0	0
0.279	1100.000	6589.28	nan	nan	4.5	1100	1100	nan	1015.97	809.137	6589.28	4421.62	0	0	0.0113169	0.988683	0.223594	0.482853	0.285322	0.00823045	1	0	0
0.28	1100.000	7020.1	nan	nan	4.5	1100	1100	nan	1015.97	809.152	7020.1	4421.17	0	0	0.0216049	0.978395	0.231824	0.468793	0.292181	0.00720165	1	0	0
0.281	1100.000	6858.58	nan	nan	4.5	1100	1100	nan	1015.96	809.153	6858.58	4421.17	0	0	0.0154321	0.984568	0.235254	0.475652	0.282579	0.00651578	1	0	0
0.282	1100.000	8807.18	nan	nan	4.5	1100	1100	nan	1016.03	809.176	8807.18	4420.33	0	0	0.0164609	0.983539	0.233196	0.483196	0.271948	0.0116598	1	0	0
0.283	1100.000	6735.47	nan	nan	4.5	1100	1100	nan	1015.97	809.144	6735.47	4421.41	0	0	0.0174897	0.98251	0.226337	0.49417	0.270233	0.00925926	1	0	0
0.284	1100.000	7922.96	nan	nan	4.5	1100	1100	nan	1016.01	809.158	7922.96	4420.91	0	0	0.0144033	0.985597	0.233196	0.478738	0.279492	0.00857339	1	0	0
0.285	1100.000	7779.93	nan	nan	4.5	1100	1100	nan	1016	809.158	7779.93	4420.94	0	0	0.0195473	0.980453	0.231824	0.477709	0.28155	0.00891632	1	0	0
0.286	1100.000	8902.49	nan	nan	4.5	1100	1100	nan	1016.05	809.163	8902.49	4420.65	0	0	0.00823045	0.99177	0.231824	0.487311	0.26989	0.0109739	1	0	0
